 2023-05-08 20:29:03,999 - Key.shift
 2023-05-08 20:29:04,033 - Key.shift
 2023-05-08 20:29:04,066 - Key.shift
 2023-05-08 20:29:04,099 - Key.shift
 2023-05-08 20:29:04,130 - Key.shift
 2023-05-08 20:29:04,149 - Key.up
 2023-05-08 20:29:04,389 - Key.up
 2023-05-08 20:29:05,528 - Key.up
 2023-05-08 20:29:10,991 - 'n'
 2023-05-08 20:29:11,380 - Key.enter
 2023-05-08 20:31:40,793 - Key.f7
 2023-05-08 20:31:41,770 - Key.f7
 2023-05-08 20:31:53,898 - Key.f3
 2023-05-08 20:31:54,316 - Key.f3
 2023-05-08 20:31:54,600 - Key.f3
 2023-05-08 20:31:54,878 - Key.f3
 2023-05-08 20:33:01,659 - Key.down
 2023-05-08 20:33:02,241 - Key.down
 2023-05-08 20:33:03,456 - Key.right
 2023-05-08 20:33:04,076 - Key.right
 2023-05-08 20:33:04,796 - Key.right
 2023-05-08 20:33:07,302 - Key.up
 2023-05-08 20:33:07,558 - Key.up
 2023-05-08 20:33:08,061 - Key.up
 2023-05-08 20:33:08,821 - Key.right
 2023-05-08 20:33:09,806 - Key.right
 2023-05-08 20:33:10,666 - Key.right
 2023-05-08 20:33:11,496 - Key.right
 2023-05-08 20:33:12,226 - Key.right
 2023-05-08 20:33:13,456 - Key.right
 2023-05-08 20:33:14,336 - Key.right
 2023-05-08 20:33:14,601 - Key.right
 2023-05-08 20:33:15,136 - Key.right
 2023-05-08 20:33:15,626 - Key.right
 2023-05-08 20:33:16,058 - Key.right
 2023-05-08 20:33:16,479 - Key.right
 2023-05-08 20:33:16,827 - Key.right
 2023-05-08 20:33:17,197 - Key.right
 2023-05-08 20:33:17,886 - Key.right
 2023-05-08 20:33:18,505 - Key.right
 2023-05-08 20:33:19,206 - Key.right
 2023-05-08 20:33:19,960 - Key.right
 2023-05-08 20:33:20,369 - Key.right
 2023-05-08 20:33:20,886 - Key.right
 2023-05-08 20:33:20,918 - Key.right
 2023-05-08 20:33:21,447 - Key.right
 2023-05-08 20:33:22,069 - Key.right
 2023-05-08 20:33:22,800 - Key.right
 2023-05-08 20:33:23,888 - Key.right
 2023-05-08 20:33:24,406 - Key.right
 2023-05-08 20:33:24,856 - Key.right
 2023-05-08 20:33:25,425 - Key.right
 2023-05-08 20:33:25,786 - Key.right
 2023-05-08 20:33:26,673 - Key.right
 2023-05-08 20:33:27,213 - Key.right
 2023-05-08 20:33:27,851 - Key.right
 2023-05-08 20:33:28,386 - Key.right
 2023-05-08 20:33:28,920 - Key.right
 2023-05-08 20:33:29,751 - Key.right
 2023-05-08 20:33:30,139 - Key.right
 2023-05-08 20:33:30,413 - Key.right
 2023-05-08 20:33:30,872 - Key.right
 2023-05-08 20:33:31,436 - Key.right
 2023-05-08 20:33:31,917 - Key.right
 2023-05-08 20:33:32,568 - Key.right
 2023-05-08 20:33:32,989 - Key.right
 2023-05-08 20:33:33,857 - Key.right
 2023-05-08 20:33:34,677 - Key.right
 2023-05-08 20:33:35,532 - Key.right
 2023-05-08 20:33:37,299 - Key.right
 2023-05-08 20:33:38,176 - Key.right
 2023-05-08 20:33:39,027 - Key.right
 2023-05-08 20:33:40,006 - Key.right
 2023-05-08 20:33:40,596 - Key.right
 2023-05-08 20:33:41,466 - Key.right
 2023-05-08 20:33:42,366 - Key.right
 2023-05-08 20:33:59,965 - Key.space
 2023-05-08 20:35:50,168 - Key.esc
 2023-05-08 20:36:52,521 - 'i'
 2023-05-08 20:36:52,743 - 'n'
 2023-05-08 20:36:52,855 - 't'
 2023-05-08 20:36:52,938 - Key.space
 2023-05-08 20:36:53,622 - 'i'
 2023-05-08 20:36:54,058 - '='
 2023-05-08 20:36:54,297 - '0'
 2023-05-08 20:36:54,927 - ','
 2023-05-08 20:36:58,179 - Key.backspace
 2023-05-08 20:36:58,404 - Key.backspace
 2023-05-08 20:36:58,774 - Key.backspace
 2023-05-08 20:36:58,963 - Key.backspace
 2023-05-08 20:37:01,493 - 'l'
 2023-05-08 20:37:01,584 - 'e'
 2023-05-08 20:37:01,818 - 'f'
 2023-05-08 20:37:02,124 - 't'
 2023-05-08 20:37:03,416 - Key.backspace
 2023-05-08 20:37:03,620 - Key.backspace
 2023-05-08 20:37:03,818 - Key.backspace
 2023-05-08 20:37:04,020 - Key.backspace
 2023-05-08 20:37:04,961 - 't'
 2023-05-08 20:37:05,084 - 'o'
 2023-05-08 20:37:05,271 - 'p'
 2023-05-08 20:37:05,606 - Key.shift
 2023-05-08 20:37:05,749 - 'L'
 2023-05-08 20:37:05,891 - 'e'
 2023-05-08 20:37:06,152 - 'f'
 2023-05-08 20:37:06,321 - 't'
 2023-05-08 20:37:07,228 - '='
 2023-05-08 20:37:07,485 - '0'
 2023-05-08 20:37:08,163 - ','
 2023-05-08 20:37:09,465 - 't'
 2023-05-08 20:37:09,638 - 'o'
 2023-05-08 20:37:09,821 - 'p'
 2023-05-08 20:37:10,061 - Key.shift
 2023-05-08 20:37:10,288 - 'R'
 2023-05-08 20:37:10,712 - 'i'
 2023-05-08 20:37:10,867 - 'g'
 2023-05-08 20:37:11,021 - 'h'
 2023-05-08 20:37:11,111 - 't'
 2023-05-08 20:37:13,381 - Key.space
 2023-05-08 20:37:13,661 - '='
 2023-05-08 20:37:14,681 - Key.space
 2023-05-08 20:37:15,259 - Key.backspace
 2023-05-08 20:37:15,422 - Key.backspace
 2023-05-08 20:37:15,603 - Key.backspace
 2023-05-08 20:37:16,325 - '='
 2023-05-08 20:37:17,061 - 'm'
 2023-05-08 20:37:17,143 - 'a'
 2023-05-08 20:37:17,362 - 't'
 2023-05-08 20:37:17,638 - '['
 2023-05-08 20:37:18,246 - '0'
 2023-05-08 20:37:19,255 - Key.right
 2023-05-08 20:37:19,684 - '.'
 2023-05-08 20:37:19,896 - 'l'
 2023-05-08 20:37:19,982 - 'e'
 2023-05-08 20:37:20,197 - 'n'
 2023-05-08 20:37:20,328 - 'g'
 2023-05-08 20:37:20,474 - 't'
 2023-05-08 20:37:20,638 - 'h'
 2023-05-08 20:37:31,334 - Key.left
 2023-05-08 20:37:31,733 - Key.backspace
 2023-05-08 20:37:31,957 - Key.backspace
 2023-05-08 20:37:32,188 - Key.backspace
 2023-05-08 20:37:32,367 - Key.backspace
 2023-05-08 20:37:32,554 - Key.backspace
 2023-05-08 20:37:32,790 - Key.backspace
 2023-05-08 20:37:33,846 - Key.right
 2023-05-08 20:37:34,019 - Key.right
 2023-05-08 20:37:34,201 - Key.right
 2023-05-08 20:37:34,352 - Key.right
 2023-05-08 20:37:34,521 - Key.right
 2023-05-08 20:37:34,683 - Key.right
 2023-05-08 20:37:34,819 - Key.right
 2023-05-08 20:37:35,302 - Key.backspace
 2023-05-08 20:37:35,492 - Key.backspace
 2023-05-08 20:37:35,679 - Key.backspace
 2023-05-08 20:37:35,842 - Key.backspace
 2023-05-08 20:37:36,021 - Key.backspace
 2023-05-08 20:37:36,176 - Key.backspace
 2023-05-08 20:37:36,356 - Key.backspace
 2023-05-08 20:37:37,429 - 'l'
 2023-05-08 20:37:37,535 - 'e'
 2023-05-08 20:37:37,673 - 'n'
 2023-05-08 20:37:38,057 - '-'
 2023-05-08 20:37:38,148 - '1'
 2023-05-08 20:37:38,971 - Key.up
 2023-05-08 20:37:39,388 - Key.right
 2023-05-08 20:37:39,559 - Key.right
 2023-05-08 20:37:39,721 - Key.right
 2023-05-08 20:37:39,895 - Key.right
 2023-05-08 20:37:40,067 - Key.right
 2023-05-08 20:37:40,367 - Key.enter
 2023-05-08 20:37:41,034 - 'i'
 2023-05-08 20:37:41,239 - 'n'
 2023-05-08 20:37:41,384 - 't'
 2023-05-08 20:37:41,449 - Key.space
 2023-05-08 20:37:41,670 - 'l'
 2023-05-08 20:37:41,793 - 'e'
 2023-05-08 20:37:41,924 - 'n'
 2023-05-08 20:37:42,360 - Key.space
 2023-05-08 20:37:42,470 - '='
 2023-05-08 20:37:42,566 - Key.space
 2023-05-08 20:37:42,852 - 'm'
 2023-05-08 20:37:42,975 - 'a'
 2023-05-08 20:37:43,204 - 't'
 2023-05-08 20:37:44,239 - '.'
 2023-05-08 20:37:44,431 - 'l'
 2023-05-08 20:37:44,536 - 'e'
 2023-05-08 20:37:44,721 - 'n'
 2023-05-08 20:37:44,818 - 'g'
 2023-05-08 20:37:44,978 - 't'
 2023-05-08 20:37:45,096 - 'h'
 2023-05-08 20:37:45,832 - ';'
 2023-05-08 20:37:46,614 - Key.down
 2023-05-08 20:37:47,501 - Key.right
 2023-05-08 20:37:47,707 - Key.right
 2023-05-08 20:37:47,895 - Key.right
 2023-05-08 20:37:48,079 - Key.right
 2023-05-08 20:37:48,282 - Key.right
 2023-05-08 20:37:48,457 - Key.right
 2023-05-08 20:37:48,639 - Key.right
 2023-05-08 20:37:49,311 - ','
 2023-05-08 20:37:49,596 - 'b'
 2023-05-08 20:37:49,774 - 'o'
 2023-05-08 20:37:50,395 - 't'
 2023-05-08 20:37:50,605 - 't'
 2023-05-08 20:37:50,762 - 'o'
 2023-05-08 20:37:50,966 - 'm'
 2023-05-08 20:37:51,308 - Key.shift
 2023-05-08 20:37:51,464 - 'L'
 2023-05-08 20:37:51,749 - 'e'
 2023-05-08 20:37:51,977 - 'f'
 2023-05-08 20:37:52,191 - 't'
 2023-05-08 20:37:53,385 - '='
 2023-05-08 20:37:54,007 - '0'
 2023-05-08 20:37:54,913 - ','
 2023-05-08 20:37:55,221 - 'b'
 2023-05-08 20:37:55,413 - 'o'
 2023-05-08 20:37:55,887 - 't'
 2023-05-08 20:37:56,061 - 't'
 2023-05-08 20:37:56,359 - 'o'
 2023-05-08 20:37:56,574 - 'm'
 2023-05-08 20:37:57,520 - Key.shift
 2023-05-08 20:37:57,643 - 'R'
 2023-05-08 20:37:57,881 - 'i'
 2023-05-08 20:37:58,023 - 'g'
 2023-05-08 20:37:58,229 - 'h'
 2023-05-08 20:37:58,374 - 't'
 2023-05-08 20:37:59,770 - '='
 2023-05-08 20:38:01,958 - 'n'
 2023-05-08 20:38:02,312 - '-'
 2023-05-08 20:38:02,519 - '2'
 2023-05-08 20:38:03,236 - Key.backspace
 2023-05-08 20:38:03,355 - '1'
 2023-05-08 20:38:04,055 - ';'
 2023-05-08 20:38:04,783 - Key.enter
 2023-05-08 20:38:05,249 - 'w'
 2023-05-08 20:38:05,474 - 'h'
 2023-05-08 20:38:05,710 - 'i'
 2023-05-08 20:38:05,929 - 'l'
 2023-05-08 20:38:06,002 - 'e'
 2023-05-08 20:38:06,150 - Key.shift
 2023-05-08 20:38:06,207 - '('
 2023-05-08 20:38:50,861 - Key.enter
 2023-05-08 20:38:52,624 - 'i'
 2023-05-08 20:38:52,878 - 'n'
 2023-05-08 20:38:52,968 - 't'
 2023-05-08 20:38:53,075 - Key.space
 2023-05-08 20:38:54,595 - 'd'
 2023-05-08 20:38:55,415 - 'a'
 2023-05-08 20:38:55,417 - 'g'
 2023-05-08 20:38:56,949 - '1'
 2023-05-08 20:38:58,383 - Key.space
 2023-05-08 20:38:59,739 - Key.backspace
 2023-05-08 20:39:00,310 - '='
 2023-05-08 20:39:00,579 - '0'
 2023-05-08 20:39:00,946 - ','
 2023-05-08 20:39:01,235 - 'd'
 2023-05-08 20:39:01,420 - 'i'
 2023-05-08 20:39:01,533 - 'a'
 2023-05-08 20:39:01,794 - 'g'
 2023-05-08 20:39:02,158 - '2'
 2023-05-08 20:39:02,544 - '='
 2023-05-08 20:39:03,763 - 'l'
 2023-05-08 20:39:03,866 - 'e'
 2023-05-08 20:39:04,065 - 'n'
 2023-05-08 20:39:04,540 - '-'
 2023-05-08 20:39:04,606 - '1'
 2023-05-08 20:39:05,430 - ';'
 2023-05-08 20:39:06,841 - Key.down
 2023-05-08 20:39:07,860 - Key.shift
 2023-05-08 20:39:08,376 - Key.shift
 2023-05-08 20:39:08,408 - Key.shift
 2023-05-08 20:39:08,440 - Key.shift
 2023-05-08 20:39:08,473 - Key.shift
 2023-05-08 20:39:08,506 - Key.shift
 2023-05-08 20:39:08,547 - Key.shift
 2023-05-08 20:39:08,579 - Key.shift
 2023-05-08 20:39:08,612 - Key.shift
 2023-05-08 20:39:08,645 - Key.shift
 2023-05-08 20:39:08,678 - Key.shift
 2023-05-08 20:39:08,714 - Key.shift
 2023-05-08 20:39:08,744 - Key.shift
 2023-05-08 20:39:08,778 - Key.shift
 2023-05-08 20:39:08,811 - Key.shift
 2023-05-08 20:39:08,844 - Key.shift
 2023-05-08 20:39:08,876 - Key.shift
 2023-05-08 20:39:08,909 - Key.shift
 2023-05-08 20:39:08,943 - Key.shift
 2023-05-08 20:39:08,977 - Key.shift
 2023-05-08 20:39:09,013 - Key.shift
 2023-05-08 20:39:09,041 - Key.shift
 2023-05-08 20:39:09,075 - Key.shift
 2023-05-08 20:39:09,110 - Key.shift
 2023-05-08 20:39:09,140 - Key.shift
 2023-05-08 20:39:09,173 - Key.shift
 2023-05-08 20:39:09,207 - Key.shift
 2023-05-08 20:39:09,238 - Key.shift
 2023-05-08 20:39:09,271 - Key.shift
 2023-05-08 20:39:09,304 - Key.shift
 2023-05-08 20:39:09,336 - Key.shift
 2023-05-08 20:39:09,377 - Key.shift
 2023-05-08 20:39:09,409 - Key.shift
 2023-05-08 20:39:09,441 - Key.shift
 2023-05-08 20:39:09,474 - Key.shift
 2023-05-08 20:39:09,508 - Key.shift
 2023-05-08 20:39:09,540 - Key.shift
 2023-05-08 20:39:09,573 - Key.shift
 2023-05-08 20:39:09,605 - Key.shift
 2023-05-08 20:39:09,639 - Key.shift
 2023-05-08 20:39:09,672 - Key.shift
 2023-05-08 20:39:09,707 - Key.shift
 2023-05-08 20:39:09,737 - Key.shift
 2023-05-08 20:39:09,771 - Key.shift
 2023-05-08 20:39:09,804 - Key.shift
 2023-05-08 20:39:09,837 - Key.shift
 2023-05-08 20:39:09,869 - Key.shift
 2023-05-08 20:39:09,902 - Key.shift
 2023-05-08 20:39:09,936 - Key.shift
 2023-05-08 20:39:09,968 - Key.shift
 2023-05-08 20:39:10,000 - Key.shift
 2023-05-08 20:39:10,032 - Key.shift
 2023-05-08 20:39:10,073 - Key.shift
 2023-05-08 20:39:10,105 - Key.shift
 2023-05-08 20:39:10,137 - Key.shift
 2023-05-08 20:39:10,145 - Key.left
 2023-05-08 20:39:10,665 - Key.left
 2023-05-08 20:39:10,698 - Key.left
 2023-05-08 20:39:10,730 - Key.left
 2023-05-08 20:39:10,766 - Key.left
 2023-05-08 20:39:10,794 - Key.left
 2023-05-08 20:39:10,834 - Key.left
 2023-05-08 20:39:12,344 - Key.backspace
 2023-05-08 20:39:16,209 - 'i'
 2023-05-08 20:39:17,774 - Key.backspace
 2023-05-08 20:39:17,990 - 'f'
 2023-05-08 20:39:18,143 - 'o'
 2023-05-08 20:39:18,255 - 'r'
 2023-05-08 20:39:18,360 - Key.shift
 2023-05-08 20:39:18,450 - '('
 2023-05-08 20:39:18,661 - 'i'
 2023-05-08 20:39:18,890 - 'n'
 2023-05-08 20:39:19,041 - 't'
 2023-05-08 20:39:19,088 - Key.space
 2023-05-08 20:39:19,295 - 'i'
 2023-05-08 20:39:19,626 - '='
 2023-05-08 20:39:19,853 - '0'
 2023-05-08 20:39:20,098 - ';'
 2023-05-08 20:39:20,353 - 'i'
 2023-05-08 20:39:20,530 - Key.shift
 2023-05-08 20:39:20,708 - '<'
 2023-05-08 20:39:22,277 - 'l'
 2023-05-08 20:39:22,389 - 'e'
 2023-05-08 20:39:22,534 - 'n'
 2023-05-08 20:39:22,967 - ';'
 2023-05-08 20:39:23,242 - 'i'
 2023-05-08 20:39:23,759 - '+'
 2023-05-08 20:39:24,788 - '+'
 2023-05-08 20:39:25,220 - Key.right
 2023-05-08 20:39:25,442 - Key.shift
 2023-05-08 20:39:25,653 - '{'
 2023-05-08 20:39:26,027 - Key.enter
 2023-05-08 20:39:29,874 - Key.enter
 2023-05-08 20:39:30,237 - 'i'
 2023-05-08 20:39:30,466 - 'n'
 2023-05-08 20:39:30,610 - 't'
 2023-05-08 20:39:30,683 - Key.space
 2023-05-08 20:39:30,877 - 'c'
 2023-05-08 20:39:30,995 - 'o'
 2023-05-08 20:39:31,240 - 'u'
 2023-05-08 20:39:31,425 - 'n'
 2023-05-08 20:39:31,429 - 'b'
 2023-05-08 20:39:31,538 - 't'
 2023-05-08 20:39:32,541 - Key.backspace
 2023-05-08 20:39:32,728 - Key.backspace
 2023-05-08 20:39:33,223 - 'n'
 2023-05-08 20:39:33,315 - 't'
 2023-05-08 20:39:34,076 - Key.backspace
 2023-05-08 20:39:34,247 - Key.backspace
 2023-05-08 20:39:34,417 - Key.backspace
 2023-05-08 20:39:34,532 - 't'
 2023-05-08 20:39:35,371 - Key.backspace
 2023-05-08 20:39:36,019 - 'n'
 2023-05-08 20:39:36,124 - 't'
 2023-05-08 20:39:36,778 - '='
 2023-05-08 20:39:37,038 - '0'
 2023-05-08 20:39:37,906 - ';'
 2023-05-08 20:39:39,065 - Key.down
 2023-05-08 20:39:39,248 - Key.down
 2023-05-08 20:39:39,462 - Key.down
 2023-05-08 20:39:39,805 - Key.down
 2023-05-08 20:39:40,342 - Key.enter
 2023-05-08 20:39:40,911 - 'r'
 2023-05-08 20:39:41,073 - 'e'
 2023-05-08 20:39:41,274 - 't'
 2023-05-08 20:39:41,435 - 'u'
 2023-05-08 20:39:41,531 - 'r'
 2023-05-08 20:39:41,645 - 'n'
 2023-05-08 20:39:41,821 - Key.space
 2023-05-08 20:39:42,146 - 'c'
 2023-05-08 20:39:42,307 - 'o'
 2023-05-08 20:39:42,510 - 'u'
 2023-05-08 20:39:42,716 - 'n'
 2023-05-08 20:39:42,830 - 't'
 2023-05-08 20:39:43,098 - ';'
 2023-05-08 20:39:47,346 - Key.tab
 2023-05-08 20:39:52,044 - 'm'
 2023-05-08 20:39:52,132 - 'a'
 2023-05-08 20:39:52,534 - 't'
 2023-05-08 20:39:52,799 - '['
 2023-05-08 20:39:55,226 - 'd'
 2023-05-08 20:39:55,382 - 'i'
 2023-05-08 20:39:55,460 - 'a'
 2023-05-08 20:39:55,888 - 'g'
 2023-05-08 20:39:56,772 - Key.right
 2023-05-08 20:40:05,594 - '['
 2023-05-08 20:40:05,967 - 'd'
 2023-05-08 20:40:06,203 - 'i'
 2023-05-08 20:40:06,357 - 'a'
 2023-05-08 20:40:06,602 - 'g'
 2023-05-08 20:40:07,465 - Key.right
 2023-05-08 20:40:08,242 - ';'
 2023-05-08 20:40:15,387 - 'c'
 2023-05-08 20:40:15,556 - 'o'
 2023-05-08 20:40:15,862 - 'u'
 2023-05-08 20:40:16,118 - 'n'
 2023-05-08 20:40:16,234 - 't'
 2023-05-08 20:40:16,811 - Key.space
 2023-05-08 20:40:17,109 - '+'
 2023-05-08 20:40:17,495 - '='
 2023-05-08 20:40:17,921 - Key.space
 2023-05-08 20:40:19,376 - Key.alt_l
 2023-05-08 20:40:19,416 - Key.shift
 2023-05-08 20:40:19,521 - Key.down
 2023-05-08 20:40:20,955 - Key.right
 2023-05-08 20:40:21,150 - Key.right
 2023-05-08 20:40:21,341 - Key.right
 2023-05-08 20:40:21,525 - Key.right
 2023-05-08 20:40:21,697 - Key.right
 2023-05-08 20:40:21,883 - Key.right
 2023-05-08 20:40:22,075 - Key.right
 2023-05-08 20:40:22,407 - Key.right
 2023-05-08 20:40:22,656 - '1'
 2023-05-08 20:40:22,874 - Key.right
 2023-05-08 20:40:23,060 - Key.right
 2023-05-08 20:40:23,240 - Key.right
 2023-05-08 20:40:23,426 - Key.right
 2023-05-08 20:40:23,597 - Key.right
 2023-05-08 20:40:23,876 - Key.right
 2023-05-08 20:40:24,081 - '1'
 2023-05-08 20:40:25,017 - Key.down
 2023-05-08 20:40:45,544 - Key.enter
 2023-05-08 20:40:47,062 - 'd'
 2023-05-08 20:40:47,254 - 'i'
 2023-05-08 20:40:47,383 - 'a'
 2023-05-08 20:40:48,718 - 'g'
 2023-05-08 20:40:49,260 - '+'
 2023-05-08 20:40:49,432 - '+'
 2023-05-08 20:40:50,326 - ';'
 2023-05-08 20:40:51,188 - 'd'
 2023-05-08 20:40:51,357 - 'i'
 2023-05-08 20:40:51,527 - 'a'
 2023-05-08 20:40:51,723 - 'g'
 2023-05-08 20:40:52,565 - '1'
 2023-05-08 20:40:52,878 - '+'
 2023-05-08 20:40:53,192 - '+'
 2023-05-08 20:40:53,665 - ';'
 2023-05-08 20:40:54,432 - Key.down
 2023-05-08 20:40:55,531 - Key.enter
 2023-05-08 20:40:56,661 - 'i'
 2023-05-08 20:40:56,830 - 'f'
 2023-05-08 20:40:56,944 - Key.shift
 2023-05-08 20:40:57,065 - '('
 2023-05-08 20:41:04,028 - 'l'
 2023-05-08 20:41:04,134 - 'e'
 2023-05-08 20:41:04,291 - 'n'
 2023-05-08 20:41:04,659 - Key.shift
 2023-05-08 20:41:05,109 - '%'
 2023-05-08 20:41:05,758 - '2'
 2023-05-08 20:41:06,687 - '='
 2023-05-08 20:41:06,865 - '='
 2023-05-08 20:41:07,430 - '0'
 2023-05-08 20:41:11,357 - Key.left
 2023-05-08 20:41:11,576 - Key.left
 2023-05-08 20:41:12,678 - Key.backspace
 2023-05-08 20:41:12,801 - Key.shift
 2023-05-08 20:41:12,943 - '!'
 2023-05-08 20:41:13,701 - Key.right
 2023-05-08 20:41:13,943 - Key.right
 2023-05-08 20:41:14,144 - Key.right
 2023-05-08 20:41:14,611 - Key.shift
 2023-05-08 20:41:14,771 - '{'
 2023-05-08 20:41:15,095 - Key.enter
 2023-05-08 20:41:15,811 - 'i'
 2023-05-08 20:41:16,107 - 'n'
 2023-05-08 20:41:16,186 - 't'
 2023-05-08 20:41:16,291 - Key.space
 2023-05-08 20:41:16,519 - 'm'
 2023-05-08 20:41:16,756 - 'i'
 2023-05-08 20:41:16,877 - 'd'
 2023-05-08 20:41:17,436 - Key.space
 2023-05-08 20:41:17,598 - '='
 2023-05-08 20:41:17,713 - Key.space
 2023-05-08 20:41:18,143 - Key.shift
 2023-05-08 20:41:18,338 - '('
 2023-05-08 20:41:19,345 - 'j'
 2023-05-08 20:41:21,038 - Key.backspace
 2023-05-08 20:41:32,849 - 'j'
 2023-05-08 20:41:33,807 - Key.right
 2023-05-08 20:41:35,095 - '/'
 2023-05-08 20:41:36,380 - '2'
 2023-05-08 20:41:37,013 - Key.space
 2023-05-08 20:41:37,297 - '+'
 2023-05-08 20:41:37,709 - Key.space
 2023-05-08 20:41:38,716 - Key.backspace
 2023-05-08 20:41:38,929 - Key.backspace
 2023-05-08 20:41:39,140 - Key.backspace
 2023-05-08 20:41:39,908 - ';'
 2023-05-08 20:41:49,089 - 'l'
 2023-05-08 20:41:49,345 - 'e'
 2023-05-08 20:41:49,860 - 'n'
 2023-05-08 20:41:50,263 - '/'
 2023-05-08 20:41:50,371 - '2'
 2023-05-08 20:41:51,020 - ';'
 2023-05-08 20:42:11,796 - Key.enter
 2023-05-08 20:42:12,195 - 'c'
 2023-05-08 20:42:12,333 - 'o'
 2023-05-08 20:42:12,601 - 'u'
 2023-05-08 20:42:12,828 - 'n'
 2023-05-08 20:42:12,997 - 't'
 2023-05-08 20:42:13,340 - Key.space
 2023-05-08 20:42:13,882 - '-'
 2023-05-08 20:42:14,093 - '='
 2023-05-08 20:42:14,796 - Key.space
 2023-05-08 20:42:15,171 - 'm'
 2023-05-08 20:42:15,268 - 'a'
 2023-05-08 20:42:15,536 - 't'
 2023-05-08 20:42:15,778 - '['
 2023-05-08 20:42:16,260 - 'm'
 2023-05-08 20:42:16,633 - 'u'
 2023-05-08 20:42:16,739 - 'd'
 2023-05-08 20:42:17,393 - Key.backspace
 2023-05-08 20:42:17,547 - Key.backspace
 2023-05-08 20:42:17,833 - 'i'
 2023-05-08 20:42:17,936 - 'd'
 2023-05-08 20:42:18,566 - Key.right
 2023-05-08 20:42:19,197 - '['
 2023-05-08 20:42:19,479 - 'm'
 2023-05-08 20:42:19,680 - 'i'
 2023-05-08 20:42:19,776 - 'd'
 2023-05-08 20:42:20,416 - Key.right
 2023-05-08 20:42:20,770 - ';'
 2023-05-08 20:42:35,245 - Key.backspace
 2023-05-08 20:42:36,117 - Key.right
 2023-05-08 20:42:36,635 - Key.right
 2023-05-08 20:42:36,667 - Key.right
 2023-05-08 20:42:36,693 - Key.right
 2023-05-08 20:42:36,733 - Key.right
 2023-05-08 20:42:36,765 - Key.right
 2023-05-08 20:42:36,798 - Key.right
